Nomber,Name,Weight,Volume,Brand,Price,Min
4G8807647D9B9,"GRILLE ASSY, RADIATOR",0.429,10.0,vag,6192.11,1
4K0133838S,AIR INTAKE CLEANER ASSY,2.233,3.5,vag,10440.44,1
4KE821021C,FENDER ASSY,2.321,15.0,vag,40196.83,1
4L0853742,"EMBLEM NAME PLATE, PLASTIC",0.045,0.123,vag,1572.79,1
4M0145683H,"TUBE ASSY, PLASTIC",0.158,0.432,vag,6395.68,1
4M0825206J,"COVER ASSY, FENDER SPLASH SHIELD",0.583,2.65,vag,6868.85,1
5658075219B9,BUMBER COVER ASSY ,4.95,25.0,vag,8796.91,1
566819416A9B9,"COVER ASSY, PLASTIC",0.748,3.4,vag,1721.34,1
57A121283,"COVER ASSY, PLASTIC",0.268,1.22,vag,523.48,1
57A819701ALZB,"GRILLE ASSY, RADIATOR",0.222,10.0,vag,2025.52,1
59145757,"GASKET, PLASTIC",0.003,0.009,vag,29.08,1
5E0945067A,"PLUG, PLASTIC",0.011,0.03,vag,47.16,1
5G0919492A,"PLUG, PLASTIC",0.009,0.024,vag,735.7,1
5J0998226E,"PLUG, PLASTIC",0.011,0.03,vag,81.74,1
5K0805413A,"COVER ASSY, PLASTIC",0.029,0.13,vag,287.68,1
5K0805912E,"COVER ASSY, FENDER SPLASH SHIELD",0.531,10.0,vag,5058.7,1
5L0853767,"MOULDING ASSY, PLASTIC",0.055,0.25,vag,667.31,1
5L0853768,"MOULDING ASSY, PLASTIC",0.055,0.25,vag,667.31,1
5M0945095S,"LAMP ASSY, REAR",1.538,5.0,vag,14820.03,1
5P0845011AMNVB,"GLASS ASSY, WINDSHIELD ",14.454,40.0,vag,18629.77,1
64111387946,RUBBER TUBE,0.04,0.18,vag,848.09,1
6K103583,GASKET RUBBER SEAL,0.024,0.066,vag,782.07,1
6K121085M,FERROUS PIPE,0.156,15.0,vag,2137.92,1
6L0853677A01C,"MOULDING ASSY, BUMPER COVER",0.092,25.0,vag,472.39,1
6L103801,"PLUG, PLASTIC",0.004,0.012,vag,256.24,1
6L103801D,"PLUG, PLASTIC",0.006,0.015,vag,319.12,1
6L4867012AQNHN,"BOARD DOOR, PANEL TRIM",2.662,12.1,vag,17554.52,1
6L6807050F,"BRACKET, PLASTIC",0.198,0.54,vag,652.38,1
6Q0711550,"CLIP, PLASTIC",0.002,0.006,vag,609.15,1
6Q6945096AA,"LAMP ASSY, REAR",1.091,5.0,vag,22289.39,1
6V6807421F,BUMBER COVER ASSY ,3.278,25.0,vag,18384.54,1
7018672999UW,"CLIP, METAL",0.001,0.003,vag,36.16,1
760845011AGNVB,"GLASS ASSY, WINDSHIELD ",16.5,40.0,vag,63443.56,1
7C0945096J,"LAMP ASSY, REAR",2.431,5.0,vag,9108.95,1
7L0122109F,RUBBER TUBE,0.202,0.92,vag,1245.81,1
7L0614725C,FERROUS PIPE,0.176,15.0,vag,4454.26,1
7LA807241A9B9,"COVER ASSY, PLASTIC",0.11,0.5,vag,1037.52,1
7LA8074909B9,"MOULDING ASSY, PLASTIC",0.415,1.885,vag,3327.14,1
7P6945701C,"LAMP ASSY, REAR",0.298,5.0,vag,3679.27,1
80A819332AC,"HOSE ASSY, WINDSHIELD WASHER",0.154,0.7,vag,1553.14,1
8D0807192,"CLIP, PLASTIC",0.003,0.009,vag,118.69,1
8K0823126J,"MOULDING ASSY, OUTSIDE",0.07,0.32,vag,488.89,1
8L3853492,"MOULDING ASSY, OUTSIDE",0.655,2.975,vag,5008.39,1
8R0807682JBJI,"MOULDING ASSY, BUMPER COVER",0.737,7.0,vag,6833.48,1
8R0807682TBJI,"MOULDING ASSY, BUMPER COVER",0.627,7.0,vag,10102.46,1
8S8825236N,"COVER ASSY, PLASTIC",2.31,10.5,vag,6110.36,1
8U0945096,LAMP ASSY,1.153,3.144,vag,8759.97,1
8W0253115D,"GASKET, EXHAUST MANIFOLD",0.017,0.045,vag,444.88,1
8W0615121E,"SENSOR ASSY, BRAKE PAD WEAR",0.03,0.081,vag,2421.67,1
N90262501,LIGHT BULB,0.002,0.02,vag,88.82,1
WHT003368,GASKET RUBBER SEAL,0.004,0.012,vag,414.22,1
1327097004,GASKET RUBBER SEAL,0.02,0.054,ud trucks,827.66,1
16444EP029,"FILTER ASSY, FUEL PUMP",0.281,1.275,ud trucks,584.0,1
210470T302,RUBBER TUBE,0.101,0.46,ud trucks,413.44,1
21069Z5506,"HOSE ASSY, WINDSHIELD WASHER",0.066,0.3,ud trucks,315.97,1
21310Z9005,"GASKET, PLASTIC",0.01,0.027,ud trucks,389.07,1
215031T300,RUBBER TUBE,0.413,1.875,ud trucks,1387.29,1
252408996E,"SENSOR ASSY, OIL PRESSURE",0.051,0.138,ud trucks,1800.73,1
25250Z2000,"SENSOR ASSY, TEMPERATURE",0.051,0.138,ud trucks,1143.63,1
25250Z5001,"SENSOR ASSY, OIL PRESSURE",0.051,0.138,ud trucks,1581.43,1
