oem_field,name_field,weight_field,volume_field,brend_field
N3A120490,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
ZL0520490,"FILTER ASSY, FUEL PUMP",0.0,0.0,kap
11044Z5565,"GASKET, CYLINDER HEAD",0.862,0.0,ud trucks
1105696005,"BOLT, METAL",0.281,0.0,ud trucks
12040Z5603,"RING SET, PISTON",0.101,0.0,ud trucks
12278T9000,SEAL RING,0.053,0.0,ud trucks
1327097004,GASKET RUBBER SEAL,0.02,0.054,ud trucks
14515Z9009,SEAL RING,0.018,0.0,ud trucks
15201Z9010,OIL FILTER,0.0,0.0,ud trucks
15201Z9011,OIL FILTER,0.0,0.0,ud trucks
15201Z9013,OIL FILTER,0.0,0.0,ud trucks
1520843G0A,OIL FILTER,0.0,0.0,ud trucks
15208Z9007,OIL FILTER,0.0,0.0,ud trucks
1640096010,"FILTER ASSY, FUEL PUMP",0.0,0.0,ud trucks
1640399011,"FILTER ASSY, FUEL PUMP",0.0,0.0,ud trucks
16444EP029,"FILTER ASSY, FUEL PUMP",0.281,1.275,ud trucks
165289Z01A,"FILTER ASSY, AIR ELEMENT",0.0,0.0,ud trucks
16699Z5507,"BUSHING, RUBBER",0.015,0.0,ud trucks
198100T000,"DISTRIBUTOR ASSY, FUEL ",0.252,0.0,ud trucks
210470T302,RUBBER TUBE,0.101,0.46,ud trucks
21069Z5506,"HOSE ASSY, WINDSHIELD WASHER",0.066,0.3,ud trucks
21310Z9005,"GASKET, PLASTIC",0.01,0.027,ud trucks
215031T300,RUBBER TUBE,0.413,1.875,ud trucks
252408996E,"SENSOR ASSY, OIL PRESSURE",0.051,0.138,ud trucks
25250Z2000,"SENSOR ASSY, TEMPERATURE",0.051,0.138,ud trucks
25250Z5001,"SENSOR ASSY, OIL PRESSURE",0.051,0.138,ud trucks
26090Z9112,"REFLECTOR ASSY, HEADLIGHT",0.149,0.0,ud trucks
26090Z9113,"REFLECTOR ASSY, HEADLIGHT",0.1,0.0,ud trucks
261510T000,"LAMP ASSY, LENS",0.168,0.0,ud trucks
2618500Z05,"LAMP ASSY, TURN SIGNAL",0.184,0.0,ud trucks
2618500Z01,"LAMP ASSY, TURN SIGNAL",0.184,0.0,ud trucks
