oem_field,brend_field,name_field,weight_field,volume_field
8R0821467A,vag,"SUPPORT ASSY, INSULATOR",0.121,0.0
8R0821468A,vag,"SUPPORT ASSY, INSULATOR",0.132,0.0
8R0821469,vag,"SUPPORT ASSY, FENDER PANEL",0.022,0.0
8R0823126H,vag,"BRACKET, PLASTIC",0.22,0.0
8R0823480B,vag,"LOCK ASSY, BONNET",0.493,0.0
8R0825202A,vag,INSULATOR ASSY,0.193,0.875
8R0825207E,vag,INSULATOR ASSY,1.419,6.45
8R0825213A,vag,"BRACKET, PLASTIC",0.374,0.0
8R0825214A,vag,"SUPPORT ASSY, INSULATOR",0.332,0.0
8R0825215C,vag,"COVER ASSY, PLASTIC",0.336,1.525
8R0825216A,vag,"BRACKET, PANEL ASSY",0.031,0.0
8R0827520C,vag,"CAP, METAL",0.029,0.0
8R082755501C,vag,"COVER ASSY, PLASTIC",0.012,0.055
8R082755601C,vag,"COVER ASSY, PLASTIC",0.01,0.045
8R0827705E,vag,"WEATHERSTRIP, DOOR GLASS",1.969,5.37
8R0833052B,vag,DOOR ASSY,16.83,50.0
8R0833721G,vag,"WEATHERSTRIP, DOOR GLASS",1.98,5.4
8R0837085C,vag,CABLE ASSY,0.045,0.0
8R0839120F,vag,"WEATHERSTRIP, DOOR GLASS",0.77,2.1
8R0839912L,vag,"BELT, LEATHER",0.253,0.0
8R0839982C,vag,"GASKET, PLASTIC",0.022,0.06
8R0845099NNVB,vag,"GLASS ASSY, SIDE",13.464,15.0
8R0845099PNVB,vag,"GLASS ASSY, SIDE",14.3,15.0
8R0853575B,vag,"CLIP, PLASTIC",0.01,0.027
8R0853585,vag,"CLIP, METAL",0.001,0.003
8R0853605,vag,"MOULDING ASSY, PLASTIC",0.156,0.71
8R0853651ST94,vag,"GRILLE COVER ASSY, SPEAKER ",3.652,0.0
8R08537184U8,vag,"MOULDING ASSY, WINDSHIELD",0.143,15.0
8R0853755,vag,"CLIP, PLASTIC",0.007,0.018
8R0853756,vag,"CLIP, PLASTIC",0.007,0.018
8R0853888B,vag,"MOULDING ASSY, PLASTIC",0.237,1.075
8R0853909A,vag,"CLIP, PLASTIC",0.006,0.015
8R0854327A01C,vag,"MOULDING ASSY, WINDSHIELD",0.165,15.0
8R0854328A01C,vag,"MOULDING ASSY, WINDSHIELD",0.143,15.0
8R0857608DEP5,vag,"HANDLE, PLASTIC",0.165,0.0
8R08603804PK,vag,"COVER ASSY, PLASTIC",0.077,0.35
8R0867769FAJ6,vag,"PANEL ASSY, LUGGAGE COMPARTMENT",5.797,20.0
8R08871874PK,vag,"COVER ASSY, PLASTIC",0.031,0.14
8R0907472B,vag,"CONTROL UNIT, HEADLIGHT",0.091,0.0
8R0919267L,vag,"COVER ASSY, PLASTIC",0.018,0.08
8R0919268L,vag,"BRACKET, PLASTIC",0.024,0.066
8R0919679C,vag,"FILTER ASSY, FUEL PUMP",0.723,0.0
8R0919679D,vag,FUEL PUMP ASSY,0.99,0.0
8R0919679E,vag,FUEL PUMP ASSY,0.737,0.0
8R0941044C,vag,HEADLAMP ASSY,5.115,15.0
8R0941158B,vag,"COVER ASSY, PLASTIC",0.168,0.765
8R0941159B,vag,"COVER ASSY, PLASTIC",0.167,0.76
8R0941285G,vag,"SENSOR ASSY, AIR BAG",0.215,0.585
8R0941355,vag,"BRACKET, REINFORCEMENT",0.105,0.0
8R0941453A,vag,"BRACKET, PLASTIC",0.326,0.888
8R0941454A,vag,"BRACKET, PLASTIC",0.349,0.951
8R0945095,vag,"LAMP ASSY, REAR",1.177,5.0
8R0945096,vag,LAMP ASSY,1.232,3.36
8R0945096B,vag,"LAMP ASSY, REAR",1.26,5.0
8R09554071P9,vag,"LINK ASSY, WINDSHIELD WIPER",0.11,0.0
8R0955425,vag,GASKET RUBBER SEAL,0.047,0.129
8R0998121A,vag,"BRACKET, RETAINER HEADLAMP",0.11,0.0
8R0998122,vag,"BRACKET, RETAINER HEADLAMP",0.028,0.0
8R0998160,vag,"CLIP, PLASTIC",0.039,0.105
8R0998754,vag,"GASKET, RUBBER",0.069,0.189
8R1419753H,vag,"SHAFT ASSY, STEERING",2.391,0.0
8R1422893AD,vag,"CABLE ASSY, HEATING AIR CONDITIONING ",0.891,0.0
8R1819635ABE7,vag,"BRACKET, REINFORCEMENT",0.319,0.0
8R1820902LWVF,vag,"REGISTER ASSY, INSTRUMENT PANEL",0.31,0.0
8R1837879GRU,vag,"PLUG, PLASTIC",0.009,0.024
8R1863821D,vag,CAR COVER ASSY,1.672,0.0
8R1998002,vag,WIPER BLADE ASSY,0.319,1.45
8R1998122,vag,"SUPPORT ASSY, INSULATOR",0.026,0.0
8R2998002,vag,WIPER BLADE ASSY,0.359,1.63
8S0407183B,vag,"BUSHING, SUSPENSION ARM",0.44,0.0
8S0412249,vag,"BEARING, TAPERED",0.209,0.0
8S0806305,vag,"NUT, METAL",0.024,0.0
8S0819145B,vag,"CLIP, PLASTIC",0.003,0.009
8S0821169B,vag,"MOULDING ASSY, PLASTIC",0.187,0.85
8S0821170B,vag,"MOULDING ASSY, PLASTIC",0.121,0.55
8S0821943B,vag,"MOULDING ASSY, PLASTIC",0.121,0.55
8S0821944B,vag,"MOULDING ASSY, PLASTIC",0.121,0.55
8S0827574B9B9,vag,"MOULDING ASSY, PLASTIC",0.254,1.155
8S0833403E,vag,"BRACKET, REINFORCEMENT",0.207,0.0
8S0833404E,vag,"HINGE ASSY, FRONT DOOR",0.206,0.0
8S0833406A,vag,"BRACKET, REINFORCEMENT",0.123,0.0
8S0833408A,vag,"HINGE ASSY, FRONT DOOR",0.143,0.0
8S0857511AEP5,vag,INNER MIRROR ASSY,0.469,1.278
8S0857945,vag,"CLIP, METAL",0.013,0.036
8S0862153A,vag,"LOCK ASSY, FUEL LID LOCK",0.086,0.0
8S0881348A4PK,vag,"PLUG, PLASTIC",0.015,0.042
8S1819401A9B9,vag,"ABSORBER ASSY, BUMPER ENERGY",0.924,1.5
8S8825236N,vag,"COVER ASSY, PLASTIC",2.31,10.5
8S8825352,vag,"BRACKET, REINFORCEMENT",0.062,0.0
8S8898955,vag,"CLAMP, METAL",0.024,0.0
8T0121283R,vag,"BRACKET, REINFORCEMENT",0.123,0.0
8T0127401A,vag,"FILTER ASSY, FUEL PUMP",0.231,0.0
8T0133835B,vag,"FILTER ASSY, AIR ELEMENT",1.15,0.0
8T0133836B,vag,"FILTER ASSY, AIR ELEMENT",1.15,0.0
8T0133844A,vag,"FILTER ASSY, AIR ELEMENT",0.18,0.0
8T0201544DC,vag,"FILTER ASSY, FUEL PUMP",0.979,0.0
8T0615601,vag,BRAKE ROTOR,7.106,0.0
8T0805607,vag,"BRACKET, PLASTIC",0.504,1.374
8T0805607D,vag,"BRACKET, RETAINER HEADLAMP",0.591,0.0
8T0805608,vag,"BRACKET, PLASTIC",0.498,1.359
8T0805608D,vag,"BRACKET, PLASTIC",0.582,1.587
8T0807241CGRU,vag,"COVER ASSY, PLASTIC",0.009,0.04
8T0807241GRU,vag,"COVER ASSY, PLASTIC",0.011,0.05
8T0807278A,vag,"BRACKET, PLASTIC",0.022,0.06
8T0807283C,vag,"SUPPORT ASSY, INSULATOR",0.033,0.0
8T0807284C,vag,"SUPPORT ASSY, INSULATOR",0.033,0.0
8T0807647A01C,vag,"GRILLE ASSY, RADIATOR",0.48,10.0
8T0807681P01C,vag,"GRILLE ASSY, RADIATOR",0.539,10.0
8T0807682FT94,vag,"GRILLE ASSY, RADIATOR",0.418,10.0
8T0821105H,vag,FENDER ASSY,2.42,15.0
8T0821106H,vag,"BODY PANNEL, PLATE",1.609,0.0
8T0821172M,vag,CAR COVER ASSY,0.825,0.0
8T0821653A,vag,"PLUG, PLASTIC",0.006,0.015
8T0821654A,vag,"PLUG, PLASTIC",0.004,0.012
8T0823359,vag,SHOCK ABSORBER,0.404,0.0
8T0823433B,vag,"CLIP, PLASTIC",0.012,0.033
8T0823722H,vag,GASKET RUBBER SEAL,0.029,0.078
8T0827249,vag,STOPPER RUBBER,0.018,0.0
8T0837209,vag,"GASKET, PLASTIC",0.001,0.003
8T0837886B,vag,OIL FILTER,0.636,0.0
8T0837947,vag,"BUSHING, PLASTIC",0.001,0.0
8T0845099BNVB,vag,"GLASS ASSY, WINDSHIELD ",13.31,40.0
8T0845453,vag,"MOULDING ASSY, OUTSIDE",0.065,0.295
8T0845454,vag,"MOULDING ASSY, OUTSIDE",0.065,0.295
8T08531012ZZ,vag,"BODY ASSY, LAMP",0.086,0.0
8T08536052ZZ,vag,"EMBLEM NAME PLATE, PLASTIC",0.067,0.183
8T0853651E1QP,vag,"GRILLE COVER ASSY, SPEAKER ",3.047,0.0
8T0853742B2ZZ,vag,"EMBLEM NAME PLATE, PLASTIC",0.028,0.075
8T0853888K,vag,SPOILER ASSY,0.138,9.0
8T0853906B4PK,vag,"MOULDING ASSY, PLASTIC",0.605,5.5
8T0853909A,vag,"CLIP, PLASTIC",0.035,0.096
8T0854327A01C,vag,"MOULDING ASSY, PLASTIC",0.143,1.3
8T0854328A01C,vag,"MOULDING ASSY, PLASTIC",0.142,1.29
8T0881325G4PK,vag,"COVER ASSY, PLASTIC",0.297,1.35
8T0881325GDT4,vag,"SEAT PANEL, CUSHION",0.318,0.0
8T0881327J50,vag,"CAP, METAL",0.072,0.0
8T0881327K38,vag,"COVER ASSY, STEP PLATE",0.078,15.0
8T0881327S96,vag,"CAP, METAL",0.072,0.0
8T0881327Y22,vag,"CAP, METAL",0.072,0.0
8T0881327Z95,vag,"CAP, METAL",0.072,0.0
8T0881328J50,vag,"CAP, METAL",0.072,0.0
8T0881328K38,vag,"CAP, METAL",0.078,0.0
8T0881328S96,vag,"CAP, METAL",0.072,0.0
8T0881328Y22,vag,"CAP, METAL",0.072,0.0
8T0881328Z95,vag,"CAP, METAL",0.072,0.0
8T0898022A,vag,"CABLE ASSY, LUGGAGE DOOR",0.055,0.0
8T0898255,vag,"CLIP, PLASTIC",0.012,0.033
8T0898821,vag,"COVER ASSY, PLASTIC",0.056,0.255
8T0941158,vag,"CAP, METAL",0.114,0.0
8T0941355A,vag,"BRACKET, REINFORCEMENT",0.05,0.0
8T0941356A,vag,"SUPPORT ASSY, INSULATOR",0.042,0.0
8T0941453A,vag,"BRACKET, PLASTIC",0.318,0.867
8T0941453D,vag,"BRACKET, PLASTIC",0.376,1.026
8T0941454A,vag,"BRACKET, PLASTIC",0.317,0.864
8T0941454D,vag,"GASKET, PLASTIC",0.386,1.053
8T0955276GRU,vag,"PLUG, PLASTIC",0.028,0.075
8T0955465A,vag,"BUSHING, CONNECTING ROD",0.023,0.0
8T0955479,vag,"BUSHING, RUBBER",0.009,0.0
8T0973702,vag,CONNECTOR,0.007,0.0
8T0998121B,vag,"BRACKET, RETAINER HEADLAMP",0.264,0.0
8T0998122B,vag,"BRACKET, RETAINER HEADLAMP",0.077,0.0
8T1823531C,vag,"CABLE ASSY, BONNET LOCK",0.072,0.0
8T1823533C4PK,vag,"COVER ASSY, PLASTIC",0.058,0.265
8T1823535,vag,"CABLE ASSY, LUGGAGE DOOR",0.167,0.0
8T1823633B,vag,"BRACKET, REINFORCEMENT",0.106,0.0
8T8807889,vag,"RETAINER, BOARD DOOR PANEL TRIM",0.014,0.0
8T8813383C,vag,"BRACKET, REINFORCEMENT",0.124,0.0
8T8825207B,vag,"HEADLINING ASSY, INTERIOR",1.133,20.0
8T8825208B,vag,"COVER ASSY, PLASTIC",1.32,6.0
8T8853703D2ZZ,vag,"MOLDING ASSY, DOOR",5.159,0.0
8T8857833,vag,"BRACKET, BELT ASSY",0.343,0.0
8T8863697D,vag,"BRACKET, FENDER SPLASH SHIELD",1.001,0.0
8T8867233BTD8,vag,"BODY PANNEL, BRACKET ASSY",0.484,0.0
8T8898283DL2,vag,"CLIP, PLASTIC",0.042,0.114
8U00354104PK,vag,"PLUG, PLASTIC",0.055,0.15
8U0098629,vag,"BRACKET, PANEL ASSY",0.216,0.0
8U0121283C,vag,"REGISTER ASSY, INSTRUMENT PANEL",0.226,1.025
8U0121284J,vag,"REGISTER ASSY, INSTRUMENT PANEL",0.223,1.015
8U0129638,vag,"REGISTER ASSY, INSTRUMENT PANEL",0.11,0.5
8U0199262,vag,"BODY PANNEL, BRACKET ASSY",3.234,0.0
8U0805333,vag,"PLUG, PLASTIC",0.02,0.054
8U0805334,vag,"BRACKET, PLASTIC",0.028,0.075
8U0805527,vag,"BRACKET, PLASTIC",0.149,0.405
8U0805528,vag,"BRACKET, PLASTIC",0.154,0.42
8U0805607A,vag,"BRACKET, PLASTIC",0.539,1.47
8U0805608A,vag,"BUMPER, SUPPORT MOUNT  ",0.518,0.0
8U0805931,vag,"BRACKET, REINFORCEMENT",0.27,0.0
8U0805962A,vag,RUBBER TUBE,0.261,1.185
8U0805965,vag,"COVER ASSY, PLASTIC",0.084,0.38
8U08070614U8,vag,BUMBER COVER ASSY ,3.3,25.0
8U0807061SGRU,vag,CAR COVER ASSY,0.847,0.0
8U0807065GRU,vag,"COVER ASSY, PLASTIC",1.892,8.6
8U0807067BGRU,vag,"REINFORCEMENT ASSY, BUMPER COVER",4.686,10.0
8U0807109E,vag,"REINFORCEMENT ASSY, BUMPER COVER",4.708,10.0
8U0807152B4U8,vag,"COVER ASSY, PLASTIC",0.22,1.0
8U0807217A,vag,"MOULDING ASSY, OUTSIDE",0.253,1.15
8U0807233A,vag,CAR COVER ASSY,1.584,0.0
8U0807233C,vag,"COVER ASSY, PLASTIC",1.969,8.95
8U0807233G,vag,"COVER ASSY, PLASTIC",2.035,9.25
8U0807241BT94,vag,"COVER ASSY, PLASTIC",0.028,0.125
8U0807380B9B9,vag,"MOULDING ASSY, PLASTIC",0.177,0.805
8U0807434A4U8,vag,BUMBER COVER ASSY ,4.323,25.0
8U0807442J4U8,vag,"COVER ASSY, PLASTIC",0.021,0.095
8U0807454A,vag,"BRACKET, PLASTIC",0.431,1.176
8U0807550J,vag,"ABSORBER ASSY, BUMPER ENERGY",0.198,1.5
8U0807681ASP9,vag,"BRACKET, FOG LAMP",0.407,0.0
8U0807682ASP9,vag,"MOULDING ASSY, OUTSIDE",0.44,2.0
8U0807682DSP9,vag,"BRACKET, REINFORCEMENT",0.465,0.0
8U0807683C4U8,vag,"GRILLE COVER ASSY, SPEAKER ",0.803,0.0
8U0807683FSP9,vag,"GRILLE COVER ASSY, SPEAKER ",0.374,0.0
8U0807823A4U8,vag,"GRILLE COVER ASSY, SPEAKER ",0.363,0.0
8U0810172D,vag,"BRACKET, FENDER SPLASH SHIELD",0.671,0.0
8U0821106,vag,"COVER ASSY, FENDER SPLASH SHIELD",1.643,7.47
8U0821135,vag,"BRACKET, REINFORCEMENT",0.317,0.0
8U0821171C,vag,"COVER ASSY, FENDER SPLASH SHIELD",0.847,3.85
8U0821172E,vag,CAR COVER ASSY,0.825,0.0
8U0821521,vag,GASKET RUBBER SEAL,0.008,0.021
8U0823126B9B9,vag,"COVER ASSY, PLASTIC",0.22,1.0
8U0823302,vag,"LOCK ASSY, BONNET",0.398,0.0
8U0823359B,vag,INSULATOR ASSY,0.396,1.8
8U0823480C,vag,"BRACKET, REINFORCEMENT",0.24,0.0
8U0823531,vag,CABLE ASSY,0.14,0.0
8U0823535,vag,"CABLE ASSY, BONNET LOCK",0.165,0.0
8U0825207,vag,"HEADLINING ASSY, INTERIOR",1.54,20.0
8U0825208,vag,"PROTECTION, SUSPENSION MEMBER",1.54,8.0
8U0825271A,vag,"COVER ASSY, PLASTIC",0.058,0.265
8U0839477,vag,"MOULDING ASSY, PLASTIC",0.385,3.5
8U0845099ANVB,vag,"GLASS ASSY, WINDSHIELD ",16.5,40.0
8U0845099JNVB,vag,"GLASS ASSY, WINDSHIELD ",14.3,40.0
8U0853651FT94,vag,"GRILLE ASSY, RADIATOR",3.047,10.0
8U0853651J1QP,vag,"GRILLE COVER ASSY, SPEAKER ",3.96,0.0
8U0853692A,vag,"MOULDING ASSY, METAL",0.583,5.0
8U0853692C,vag,"GRILLE COVER ASSY, SPEAKER ",1.617,0.0
8U0853692E,vag,"BRACKET ASSY, STEP BAR",1.298,0.0
8U08537174U8,vag,FENDER FLARE,0.649,10.0
8U08537184U8,vag,"COVER ASSY, FENDER SPLASH SHIELD",0.66,10.0
8U08538184U8,vag,"BRACKET ASSY, BUMPER COVER",0.451,0.0
8U0853831A,vag,"RING, HOLE SNAP",0.002,0.0
8U0853887A,vag,"MOULDING ASSY, PLASTIC",0.506,2.3
8U0853887E,vag,"COVER ASSY, FENDER SPLASH SHIELD",0.509,10.0
8U0853888D,vag,"COVER ASSY, FENDER SPLASH SHIELD",0.33,10.0
8U0853888E,vag,"COVER ASSY, FENDER SPLASH SHIELD",0.513,10.0
8U0853909,vag,"CLIP, PLASTIC",0.001,0.003
8U0853970L4U8,vag,"GRILLE COVER ASSY, SPEAKER ",1.298,0.0
8U0854328ASP9,vag,"WEATHERSTRIP, DOOR GLASS",0.11,0.3
8U0863821A,vag,CAR COVER ASSY,1.287,0.0
8U0867931,vag,"COVER ASSY, PLASTIC",0.007,0.03
8U0867931A,vag,"COVER ASSY, PLASTIC",0.009,0.04
8U0927903A,vag,WIRE,0.219,0.0
8U0941043,vag,HEADLAMP ASSY,6.074,15.0
8U0941044C,vag,HEADLAMP ASSY,5.543,15.0
8U0941453,vag,"BRACKET, RETAINER HEADLAMP",0.341,0.0
8U0941454,vag,"BRACKET, RETAINER HEADLAMP",0.37,0.0
8U0945093,vag,"LAMP ASSY, REAR",1.414,5.0
8U0945095,vag,"LAMP ASSY, REAR",1.17,5.0
8U0945095D,vag,"LAMP ASSY, FOG LIGHT",2.2,0.0
8U0945096,vag,LAMP ASSY,1.153,3.144
8U0945096D,vag,"LAMP ASSY, REAR",0.917,5.0
8U0947555,vag,SWITCH ASSY,0.014,0.065
8U0947555A,vag,"SENSOR ASSY, RAIN",0.032,0.087
8U0951209,vag,HORN ASSY,0.396,0.0
8U0955275GRU,vag,"PLUG, PLASTIC",0.078,0.213
8U0955453Q,vag,"RESERVOIR ASSY, WINDSHIELD",0.77,7.0
8U0955609,vag,"STICKER, LABEL",0.003,0.009
8U0955985,vag,"PLUG, PLASTIC",0.001,0.003
8U0998121A,vag,"PLUG, PLASTIC",0.031,0.084
8U18235334PK,vag,"COVER ASSY, PLASTIC",0.078,0.355
8U1837019A4PK,vag,"HANDLE, PLASTIC",0.179,0.0
8U1857552FFT9,vag,SUNVISOR ASSY,0.457,0.0
8U1998002,vag,WIPER BLADE ASSY,0.55,2.5
8V0098615,vag,"BRACKET, PANEL ASSY",0.331,0.0
8V0121283,vag,"COVER ASSY, PLASTIC",0.141,0.64
8V0121284,vag,"COVER ASSY, PLASTIC",0.131,0.595
8V0121284A,vag,"COVER ASSY, PLASTIC",0.187,0.85
8V0407811,vag,"DUCT ASSY, AIR INLET PLASTIC",0.147,0.0
8V0615437,vag,"SENSOR ASSY, BRAKE PAD WEAR",0.036,0.099
8V0698151L,vag,"PAD KIT, DISC BRAKE",3.472,0.0
8V0698151S,vag,"PAD KIT, DISC BRAKE",2.461,0.0
8V0698647,vag,"BUSHING, RUBBER",0.019,0.0
8V0698671,vag,"BUSHING, RUBBER",0.011,0.0
8V0698671A,vag,"BUSHING, RUBBER",0.012,0.0
8V0713169,vag,"PLUG, PLASTIC",0.011,0.03
8V0802846,vag,"BRACKET, PLASTIC",0.096,0.261
8V0807065AGRU,vag,BUMBER COVER ASSY ,6.193,25.0
8V0821135A,vag,"BRACKET, REINFORCEMENT",0.44,0.0
8V0821172M,vag,CAR COVER ASSY,1.694,0.0
8V0823126B,vag,"COVER ASSY, PLASTIC",0.132,0.6
8V0823531A,vag,"CABLE ASSY, BONNET LOCK",0.123,0.0
8V0827507H,vag,"BRACKET, REINFORCEMENT",0.275,0.0
8V0837220DINF,vag,"KEY, BLANK",0.066,0.0
8V08572399B9,vag,"ROTOR ASSY, ALTERNATOR",0.205,0.0
8V0862153A,vag,CABLE ASSY,0.111,0.0
8V0862153B,vag,"LOCK ASSY, FUEL LID LOCK",0.094,0.0
8V0862159,vag,EVAPORATOR ASSY,0.078,0.0
8V0862159A,vag,EVAPORATOR ASSY,0.08,0.0
8V0863993E,vag,"INSULATOR, ENGINE MOUNTING",0.088,0.0
8V0864260B3Q7,vag,"PLUG, PLASTIC",0.026,0.072
8V0886747DHW,vag,"PLUG, PLASTIC",0.055,0.15
8V0907224C,vag,"COVER ASSY, PLASTIC",0.018,0.08
8V0907299A4PK,vag,"COVER ASSY, PLASTIC",0.022,0.1
8V0941453,vag,"SUPPORT ASSY, INSULATOR",0.023,0.0
8V0973202,vag,CONNECTOR,0.007,0.0
8V30354094PK,vag,"MOULDING ASSY, PLASTIC",0.076,0.345
8V3807183B,vag,"SUPPORT ASSY, INSULATOR",0.066,0.0
8V3807184B,vag,"GUIDE RAIL, BODY PANNEL",0.066,0.0
8V3807329B,vag,"BRACKET, PLASTIC",0.061,0.165
8V3807330,vag,"COVER ASSY, PLASTIC",0.05,0.225
8V3845099FNVB,vag,"GLASS ASSY, WINDSHIELD ",12.65,40.0
8V38536511QP,vag,"GRILLE ASSY, RADIATOR",4.4,10.0
8V3853651AA3FZ,vag,"GRILLE ASSY, RADIATOR",3.454,10.0
8V3955985,vag,"SUPPORT ASSY, INSULATOR",0.001,0.0
8V4807377A,vag,"BRACKET, PLASTIC",0.242,0.66
8V48076793FZ,vag,"MOLDING ASSY, DOOR",0.106,0.0
8V48076803FZ,vag,"MOLDING ASSY, DOOR",0.105,0.0
8V4807682BT94,vag,"MOULDING ASSY, OUTSIDE",0.331,1.505
8V5807183,vag,"SUPPORT ASSY, INSULATOR",0.067,0.0
8V5807184,vag,"BRACKET, PLASTIC",0.065,0.177
8V5807329,vag,"SUPPORT ASSY, INSULATOR",0.064,0.0
8V5807410,vag,"PLUG, PLASTIC",0.011,0.03
8V5807441GRU,vag,"COVER ASSY, PLASTIC",0.014,0.065
8V5807571A,vag,"BRACKET, PLASTIC",0.022,0.06
8V5807572A,vag,"COVER ASSY, PLASTIC",0.023,0.105
8V58076819B9,vag,"COVER ASSY, PLASTIC",0.498,2.265
8V58076829B9,vag,"COVER ASSY, PLASTIC",0.513,2.33
8V5813331TB,vag,"BRACKET, REINFORCEMENT",3.63,0.0
8V5821106A,vag,"FENDER COVER, MOLDING",5.5,45.0
8V5821467B,vag,"BRACKET, REINFORCEMENT",0.289,0.0
8V5821468B,vag,"BRACKET, REINFORCEMENT",0.286,0.0
8V5827373,vag,"PLUG, BODY PANEL",0.022,0.06
8V5827374,vag,PLUG,0.021,0.0
8V5833403B,vag,"HINGE ASSY, FRONT DOOR",0.232,0.0
8V5833404B,vag,"HINGE ASSY, FRONT DOOR",0.231,0.0
8V5837915A,vag,"PLUG, PLASTIC",0.088,0.24
8V58536511QP,vag,"GRILLE ASSY, RADIATOR",3.74,10.0
8V5853651B1QP,vag,"GRILLE ASSY, RADIATOR",3.19,10.0
8V58873014PK,vag,"COVER ASSY, PLASTIC",0.022,0.1
8V5945105A,vag,"REFLECTOR ASSY, LAMP",0.062,0.0
8V5945105B,vag,"REFLECTOR ASSY, LAMP",0.083,0.0
8V5945106B,vag,REFLECTOR ASSY,0.068,0.0
8V5945253A,vag,"PLUG, PLASTIC",0.083,0.225
8V5945253B,vag,"PLUG, PLASTIC",0.086,0.234
8V5945254A,vag,"PLUG, PLASTIC",0.083,0.225
8W0010502M,vag,"STICKER, LABEL",0.006,0.015
8W0010515A,vag,"STICKER, LABEL",0.002,0.006
8W0121030K,vag,"HOSE ASSY, WINDSHIELD WASHER",0.222,1.01
8W0121081AN,vag,"TUBE ASSY, PLASTIC",0.055,0.15
8W0121081BE,vag,"TUBE ASSY, PLASTIC",0.036,0.099
8W0121081BK,vag,"TUBE ASSY, PLASTIC",0.015,0.042
8W0121081DS,vag,"TUBE ASSY, PLASTIC",0.033,0.09
8W0121081ED,vag,"TUBE ASSY, PLASTIC",0.048,0.132
8W0121081EG,vag,"TUBE ASSY, PLASTIC",0.036,0.099
8W0121081L,vag,"TUBE ASSY, PLASTIC",0.023,0.063
8W0121207,vag,"BLADE, RADIATOR FAN",2.244,0.0
8W0121251K,vag,"RADIATOR ASSY, A/C ",3.773,10.29
8W0121283AR,vag,"MOULDING ASSY, PLASTIC",0.22,1.0
8W0121284AL,vag,"BRACKET, PLASTIC",0.178,0.486
8W0121284BS,vag,"COVER ASSY, PLASTIC",0.174,0.79
8W0121284CJ,vag,"BRACKET, PLASTIC",0.183,0.498
8W0121292C,vag,"MOULDING ASSY, PLASTIC",0.077,0.35
8W0121293A,vag,"COVER ASSY, PLASTIC",0.165,0.75
8W0121405L,vag,"RESERVOIR ASSY, COOLANT ",0.888,1.0
8W0121674D,vag,"BRACKET, PLASTIC",0.297,0.81
8W0121764A,vag,"COVER ASSY, PLASTIC",0.123,0.56
8W0122055BN,vag,"HOSE ASSY, WINDSHIELD WASHER",0.723,3.285
8W0122293DL,vag,"BRACKET, PLASTIC",0.008,0.021
8W0127399A,vag,"ABSORBER ASSY, BUMPER ENERGY",0.371,1.5
8W0127434,vag,"FILTER ASSY, FUEL PUMP",0.22,0.0
8W0129618F,vag,"TUBE ASSY, PLASTIC",0.297,0.81
8W0133837R,vag,"FILTER ASSY, AIR ELEMENT",2.192,0.0
8W0133843,vag,"FILTER ASSY, AIR ELEMENT",0.509,0.0
8W0133843A,vag,"FILTER ASSY, AIR ELEMENT",0.484,0.0
8W0133843C,vag,"FILTER ASSY, AIR ELEMENT",0.493,0.0
8W0133843D,vag,"FILTER ASSY, AIR ELEMENT",0.22,0.0
8W0133843E,vag,"FILTER ASSY, AIR ELEMENT",0.45,0.0
8W0145804A,vag,"RADIATOR ASSY, HEATER",2.464,6.72
8W0199372CP,vag,"INSULATOR, ENGINE MOUNTING",1.32,0.0
8W0253115D,vag,"GASKET, EXHAUST MANIFOLD",0.017,0.045
8W0253115G,vag,"GASKET, EXHAUST MANIFOLD",0.033,0.09
8W0253115J,vag,"GASKET, EXHAUST PIPE METAL",0.018,0.048
8W0253141C,vag,"MUFLER, TAILPIPE EXHAUST",0.446,0.0
8W0253725G,vag,"CLAMP, METAL",0.307,0.0
8W0253826E,vag,"MUFLER, TAILPIPE EXHAUST",0.88,0.0
8W0254253C,vag,"EXHAUST PIPE, MUFFLER",7.7,25.0
8W0254253CX,vag,"EXHAUST PIPE, MUFFLER",7.7,25.0
8W0298403,vag,"SEPARATOR ASSY, FUEL EVAPORATIVE",0.124,0.0
8W0399156BH,vag,"INSULATOR, ENGINE MOUNTING",0.664,0.0
8W0407357,vag,"BUCKLE, METAL",0.051,0.0
8W0407509E,vag,"ARM ASSY, SUSPENSION",0.49,0.0
8W0407613,vag,WHEEL HUB ASSY,1.87,0.0
8W0407625G,vag,"BEARING, TAPERED",0.704,0.0
8W0407625J,vag,"BEARING, HUB",2.123,0.0
8W0407625N,vag,"BEARING, TAPERED",1.32,0.0
8W0407689B,vag,"JOINT ASSY, SUSPENSION",0.451,0.0
8W0412137,vag,"INSULATOR, SHOCK ABSORBER",0.074,0.0
8W0423811C,vag,"END ASSY, TIE ROD STEERING ",0.838,0.0
8W0498099A,vag,"BEARING, AXLE SHAFT",4.4,0.0
8W0505145F,vag,"BUSHING, SUSPENSION ARM",0.792,0.0
8W0505415E,vag,"COVER ASSY, PLASTIC",0.384,1.745
8W0511115EE,vag,"SPRING, SUSPENSION",2.587,0.0
8W0512135,vag,"COVER ASSY, PLASTIC",0.026,0.12
8W0598103A,vag,"JOINT ASSY, STEERING SHAFT",2.468,0.0
8W0601170,vag,"PLUG, PLASTIC",0.041,0.111
8W0611775C,vag,"HOSE ASSY, WINDSHIELD WASHER",0.122,0.555
8W0614235F,vag,"BRACKET, PLASTIC",0.088,0.24
